source,hero,ability,binding,type,url,local_path,status,error,width,height,mime
epic-api-dump,Sparrow,Bow Shot,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/16E9803DF9BE1626107E448E974A96926C87CFB4.png,Epic_CDN\Sparrow\01_LMB_Bow Shot.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Sparrow,Piercing Shot,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/300AE4119E6A99D63AC358C29FEDBA7C5758BC76.png,Epic_CDN\Sparrow\02_RMB_Piercing Shot.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Sparrow,Hail of Arrows,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/1EDDAAACE95A8A1AFBF9945189D512435606E1CD.png,Epic_CDN\Sparrow\03_Q_Hail of Arrows.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Sparrow,Relentless,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/8B37E0437E7CA75C08F944F3F70C29167F5C7C63.png,Epic_CDN\Sparrow\04_E_Relentless.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Sparrow,Inner Fire,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/80B7787B044EC8B7884564E2527CE2ABD0FF685D.png,Epic_CDN\Sparrow\05_R_Inner Fire.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Steel,Punch,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/1EB2AE698B2A0F2C853EC1F4896CAF29AF7599FB.png,Epic_CDN\Steel\01_LMB_Punch.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Steel,Bulwark,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/F906072D860E49F7D11D297A4B7912E2643AC50D.png,Epic_CDN\Steel\02_RMB_Bulwark.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Steel,Shield Bash,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/9094759CBF58E033B7DBC630AF1FFFBF0E10F901.png,Epic_CDN\Steel\03_Q_Shield Bash.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Steel,Ablative Armor,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/1D495A8D9F5D08666C6AF4C72DD500BCEAEEEE1A.png,Epic_CDN\Steel\04_E_Ablative Armor.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Steel,Shield Slam,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/2355F2F17AFC84ADF556F479D747C719E76269AC.png,Epic_CDN\Steel\05_R_Shield Slam.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Terra,Carve,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/69CC62B7E3E00AD0081B78BBE021D0C80B4C6CCE.png,Epic_CDN\Terra\01_LMB_Carve.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Terra,Counter Guard,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/853ECA6A502425DED60363971BCE181C5A8CC9D9.png,Epic_CDN\Terra\02_RMB_Counter Guard.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Terra,Ruthless Assault,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/1CAB13A70EEA68D726458CB7CEA7E7EAA3A39B99.png,Epic_CDN\Terra\03_Q_Ruthless Assault.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Terra,Deafening Command,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/65933807859C61DD79C5817EB353726DD5240946.png,Epic_CDN\Terra\04_E_Deafening Command.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Terra,Unstoppable Force,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/FC67EF13EB98D6225E45252F7486EF39267170CC.png,Epic_CDN\Terra\05_R_Unstoppable Force.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,The Fey,Floret,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/749BB1493172793C954AA9FB45BCE261EC91C054.png,Epic_CDN\The Fey\01_LMB_Floret.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,The Fey,Untamed Growth,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/80A4358D7F838061722D2951F93D78B63C92C972.png,Epic_CDN\The Fey\02_RMB_Untamed Growth.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,The Fey,Bramble Patch,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/C4A912C2C9CE5F18487ACE95F055A14F0A06E2BF.png,Epic_CDN\The Fey\03_Q_Bramble Patch.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,The Fey,Harvest Nettles,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/98ABDDAA1093EC3286828F0170D5ED1EF11A22AF.png,Epic_CDN\The Fey\04_E_Harvest Nettles.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,The Fey,Fly Trap,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/604F94219881166AF7537F3E2B216F41DBCAC6AF.png,Epic_CDN\The Fey\05_R_Fly Trap.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,TwinBlast,Doubleshot,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/AD50D924066894DA0BEE915C55AED7984A587EBB.png,Epic_CDN\TwinBlast\01_LMB_Doubleshot.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,TwinBlast,Grenade!,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/ED08B881A33F818EA4F6D3EA91868B83A7F433EF.png,Epic_CDN\TwinBlast\02_RMB_Grenade!.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,TwinBlast,Hot Shot,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/CCBF9BFB0684BB02D905661B6F2D835DC4396C77.png,Epic_CDN\TwinBlast\03_Q_Hot Shot.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,TwinBlast,Rocket Dash,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/D45EAF6D0D12B7403F3FD21BB200A5540F176582.png,Epic_CDN\TwinBlast\04_E_Rocket Dash.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,TwinBlast,Ventilate,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/C3205975D13F7C986921C80D1DF718C31FEDBD7F.png,Epic_CDN\TwinBlast\05_R_Ventilate.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wraith,Bang!,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/24C40C259BDD1F4FF1353E8B7F1F50719B6414EA.png,Epic_CDN\Wraith\01_LMB_Bang!.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wraith,"Knock, Knock!",RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/CEF28E8AFB7EF7EA93966F90D476E74B11C6B488.png,"Epic_CDN\Wraith\02_RMB_Knock, Knock!.png",failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wraith,Who's there?,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/1070FB9EF228C0A28761F936145CE817F3D6F1A4.png,Epic_CDN\Wraith\03_Q_Who's there_.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wraith,Back It Up!,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/A8CE34B082E58000D2CBE1B62E8782B5E59383EB.png,Epic_CDN\Wraith\04_E_Back It Up!.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wraith,"Surprise, Surprise!",R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/C647E75715E1DEC7D5468D53B5365A7CE038358B.png,"Epic_CDN\Wraith\05_R_Surprise, Surprise!.png",failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wukong,Ruyi Jingu Bang,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/E99E3C41B6A2E782A97161FD79311EBE1399F420.png,Epic_CDN\Wukong\01_LMB_Ruyi Jingu Bang.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wukong,Staff of Legend,RMB,UNKNOWN,https://developer-paragon-cdn.epicgames.com/Images/2E49C5B81EE64197F28058A9508F1F76DD999E16.png,Epic_CDN\Wukong\02_RMB_Staff of Legend.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wukong,Cloudwalker,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/C9FE84E7CFC63596799C5239698D06EB659D0F30.png,Epic_CDN\Wukong\03_Q_Cloudwalker.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wukong,Control Aggression,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/0A4E3F01D11F9A375EA28AC75FE0BC3B68417A29.png,Epic_CDN\Wukong\04_E_Control Aggression.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Wukong,"84,000 Hairs",R,UNKNOWN,https://developer-paragon-cdn.epicgames.com/Images/CCC49A6715418DDBF8ABC1B8658291FD3C1A2F9A.png,"Epic_CDN\Wukong\05_R_84,000 Hairs.png",failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Yin,Whip Crack,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/1A7B4E0742F7B5C3A87FCCD5765C18ADA1593CAF.png,Epic_CDN\Yin\01_LMB_Whip Crack.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Yin,Backlash,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/7D35AE4FCF5A7DFC2BBAC40DFE38F62A1710DAA5.png,Epic_CDN\Yin\02_RMB_Backlash.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Yin,Lash Kick,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/DD9B95A99AFD0BCEBB9208CCA9DF1B58123EE236.png,Epic_CDN\Yin\03_Q_Lash Kick.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Yin,Windburn,E,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/F4F19725E303B2CFE609C2DC9F604DEDB0588963.png,Epic_CDN\Yin\04_E_Windburn.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Yin,Quelling Gale,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/2B0A4D2C61C3583A03CC85AF907747C09177AF27.png,Epic_CDN\Yin\05_R_Quelling Gale.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Zinx,Pistol Shot,LMB,Basic,https://developer-paragon-cdn.epicgames.com/Images/F8A1D803DCE1E48FE03E8FB6547485A8F86F3B6E.png,Epic_CDN\Zinx\01_LMB_Pistol Shot.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Zinx,Bad Medicine,RMB,Alternate,https://developer-paragon-cdn.epicgames.com/Images/6130D935F429C95FD4EA4626EC04C4CAD179CF3B.png,Epic_CDN\Zinx\02_RMB_Bad Medicine.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Zinx,Kitty Claws,Q,Primary,https://developer-paragon-cdn.epicgames.com/Images/3C798ED07EE4AF4E98C0CA6F37574F8E04040C4C.png,Epic_CDN\Zinx\03_Q_Kitty Claws.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Zinx,Ricochet Stun,E,Secondary,https://developer-paragon-cdn.epicgames.com/Images/438E83D98BEF2FD1B60673F90D942C8AC4DF6ADB.png,Epic_CDN\Zinx\04_E_Ricochet Stun.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
epic-api-dump,Zinx,Dirty Healing,R,Ultimate,https://developer-paragon-cdn.epicgames.com/Images/FC28F46BFD3116724E5586CAAF9203686173EA99.png,Epic_CDN\Zinx\05_R_Dirty Healing.png,failed,URLError: <urlopen error [Errno 11001] getaddrinfo failed>,,,
